platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100,clean_text,tokens,tokens_pos,token_count
naver,훼미리손칼국수보쌈,참멋맛,319,2025.11.25,1,영수증,보쌈정식이 보쌈에 칼국수까지 푸짐하게 먹을 수 있는 성수 노포 리필도 잘해주고 인심도 좋습니다 1인은 감자전으로 주문했는데 칼국수랑 조밥도 다 주셔서 배 터지는 줄 맛있고 배불러요 #참멋맛기행,107,1,,,,8.7,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,1,8,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,보쌈정식이 보쌈에 칼국수까지 푸짐하게 먹을 수 있는 성수 노포 리필도 잘해주고 인심도 좋습니다 1인은 감자전으로 주문했는데 칼국수랑 조밥도 다 주셔서 배 터지는 줄 맛있고 배불러요 참멋맛기행,보쌈 정식 보쌈 칼국수 푸다 지다 먹다 성수 노포 리필 잘해주다 인심 좋다 감자전 주문 칼국수 주다 터지다 맛있다 배부르다 차다 멋맛 기행,보쌈/Noun 정식/Noun 보쌈/Noun 칼국수/Noun 푸다/Verb 지다/Verb 먹다/Verb 성수/Noun 노포/Noun 리필/Noun 잘해주다/Verb 인심/Noun 좋다/Adjective 감자전/Noun 주문/Noun 칼국수/Noun 주다/Verb 터지다/Verb 맛있다/Adjective 배부르다/Adjective 차다/Verb 멋맛/Noun 기행/Noun,23
naver,훼미리손칼국수보쌈,꽃10,6,2025.11.23,1,영수증,"지인들이랑 맛집이라고 일부러 찾아간건데.. 맛은 평범한데 되게 실망했어요. 일단 다 먹지도 않았는데 빨리 나가라고 눈치를 되게 여러번 주셔서 다 먹지도 못하고 불편하게 나온게 제일 불쾌했구요. 보쌈이 퍽퍽살 부분이 걸리면 솔직히 맛없는데, 안그래도 퍽퍽한데 귀찮으셨는지 너무 크게 썰어져 나와서 먹을때마다 숟가락으로 잘라 먹고 이게 뭔가 싶었네요. 굳이 일부러 찾아가거나 웨이팅까지 할 정도는 아니라고 생각이 들었어요. 친절까진 아니더라도 사람이 밥을 먹고 있는데(사람들 왔다갔다 하도 정신없고 시끄러워서 지인들 대화도 없이 후딱 먹느라 늦게 먹는 것도 아니었음) 눈치를 대체 몇번을 주시는거에요. 그리고 위생도 좀.. 앞접시마다 고춧가루 묻어있고, 화장실 가는 입구쪽에 배추접시 쌓아져있고.. 다신 안갈것 같아요.",400,0,,,,15.3,1,high,1,,account_review_count_under_10:-0.2 | first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5,3,6,3,2,0,3,7,0,1,1,0,1,3,0,1,9,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,지인들이랑 맛집이라고 일부러 찾아간건데 맛은 평범한데 되게 실망했어요 일단 다 먹지도 않았는데 빨리 나가라고 눈치를 되게 여러번 주셔서 다 먹지도 못하고 불편하게 나온게 제일 불쾌했구요 보쌈이 퍽퍽살 부분이 걸리면 솔직히 맛없는데 안그래도 퍽퍽한데 귀찮으셨는지 너무 크게 썰어져 나와서 먹을때마다 숟가락으로 잘라 먹고 이게 뭔가 싶었네요 굳이 일부러 찾아가거나 웨이팅까지 할 정도는 아니라고 생각이 들었어요 친절까진 아니더라도 사람이 밥을 먹고 있는데 사람들 왔다갔다 하도 정신없고 시끄러워서 지인들 대화도 없이 후딱 먹느라 늦게 먹는 것도 아니었음 눈치를 대체 몇번을 주시는거에요 그리고 위생도 좀 앞접시마다 고춧가루 묻어있고 화장실 가는 입구쪽에 배추접시 쌓아져있고 다신 안갈것 같아요,지인 맛집 일부러 찾아가다 평범하다 되게 실망하다 일단 먹다 않다 빨리 나가다 눈치 되게 주다 먹다 불편하다 나오다 제일 불쾌하다 보쌈 퍽퍽살 부분 걸리다 솔직하다 맛없다 그렇다 퍽퍽 귀찮다 너무 크게 썰다 나오다 먹다 숟가락 자르다 먹다 뭔가 싶다 굳이 일부러 찾아가다 웨이팅 정도 아니다 생각 들다 친절 아니다 사람 먹다 사람 오다 가다 정신 시끄럽다 지인 대화 없이 후딱 먹다 늦다 먹다 아니다 눈치 대체 몇번 주다 위생 접시 고춧가루 묻다 화장실 가다 입구 배추 접시 쌓다 다시다 갈다 같다,지인/Noun 맛집/Noun 일부러/Noun 찾아가다/Verb 평범하다/Adjective 되게/Adverb 실망하다/Adjective 일단/Noun 먹다/Verb 않다/Verb 빨리/Adverb 나가다/Verb 눈치/Noun 되게/Adverb 주다/Verb 먹다/Verb 불편하다/Adjective 나오다/Verb 제일/Noun 불쾌하다/Adjective 보쌈/Noun 퍽퍽살/Noun 부분/Noun 걸리다/Verb 솔직하다/Adjective 맛없다/Adjective 그렇다/Adjective 퍽퍽/Noun 귀찮다/Adjective 너무/Adverb 크게/Noun 썰다/Verb 나오다/Verb 먹다/Verb 숟가락/Noun 자르다/Verb 먹다/Verb 뭔가/Noun 싶다/Verb 굳이/Noun 일부러/Noun 찾아가다/Verb 웨이팅/Noun 정도/Noun 아니다/Adjective 생각/Noun 들다/Verb 친절/Noun 아니다/Adjective 사람/Noun 먹다/Verb 사람/Noun 오다/Verb 가다/Verb 정신/Noun 시끄럽다/Adjective 지인/Noun 대화/Noun 없이/Adverb 후딱/Adverb 먹다/Verb 늦다/Verb 먹다/Verb 아니다/Adjective 눈치/Noun 대체/Noun 몇번/Noun 주다/Verb 위생/Noun 접시/Noun 고춧가루/Noun 묻다/Verb 화장실/Noun 가다/Verb 입구/Noun 배추/Noun 접시/Noun 쌓다/Verb 다시다/Verb 갈다/Verb 같다/Adjective,81
naver,훼미리손칼국수보쌈,먹마로롱,448,2025.11.22,1,영수증,성수에서 모르면 간첩이라는 훼미리보쌈!!😋🫶 성수러버로서 참을수업찌.. 박뚜기소금빵 먹으러갔다가 홀리듯이 웨이팅해서 먹어봤어요!! 진짜 가성비부터 대박이었고 양도 푸짐하고 보쌈이랑 김치가 무엇보다 너무너무 맛있었습니다 이 가격에 이 비쥬얼에 이 맛이 말이안됨!!! 마지막에 칼국수까지 요즘날씨에 말해뭐해..👍👍 무조건 가보쎄용💛 ✅웨이팅은 주말 기준 (오픈런) 30분정도 한거같아요 !! 회전률이 빨라서 그런지 오히려 1시쯤에는 웨이팅 없더라구요ㅎㅎ,251,1,,,,18.7,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,7,6,3,2,0,5,0,4,0,1,3,1,0,1,7,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,성수에서 모르면 간첩이라는 훼미리보쌈 성수러버로서 참을수업찌 박뚜기소금빵 먹으러갔다가 홀리듯이 웨이팅해서 먹어봤어요 진짜 가성비부터 대박이었고 양도 푸짐하고 보쌈이랑 김치가 무엇보다 너무너무 맛있었습니다 이 가격에 이 비쥬얼에 이 맛이 말이안됨 마지막에 칼국수까지 요즘날씨에 말해뭐해 무조건 가보쎄용 웨이팅은 주말 기준 오픈런 30분정도 한거같아요 회전률이 빨라서 그런지 오히려 1시쯤에는 웨이팅 없더라구요ㅎㅎ,성수 모르다 간첩 미리 보쌈 성수 러버 로서 차다 수업 박뚜기 소금 먹다 가다 홀리 듯이 웨이 먹다 보다 진짜 가성 대박 이다 양도 푸다 보쌈 김치 무엇 너무 너무 맛있다 가격 비쥬 안되다 마지막 칼국수 요즘 날씨 뭐해 무조건 가보 쎄다 웨이팅 주말 기준 오픈 같다 회전 그렇다 오히려 웨이,성수/Noun 모르다/Verb 간첩/Noun 미리/Noun 보쌈/Noun 성수/Noun 러버/Noun 로서/Noun 차다/Verb 수업/Noun 박뚜기/Noun 소금/Noun 먹다/Verb 가다/Verb 홀리/Noun 듯이/Noun 웨이/Noun 먹다/Verb 보다/Verb 진짜/Noun 가성/Noun 대박/Noun 이다/Verb 양도/Noun 푸다/Verb 보쌈/Noun 김치/Noun 무엇/Noun 너무/Adverb 너무/Adverb 맛있다/Adjective 가격/Noun 비쥬/Noun 안되다/Adjective 마지막/Noun 칼국수/Noun 요즘/Noun 날씨/Noun 뭐해/Noun 무조건/Noun 가보/Noun 쎄다/Adjective 웨이팅/Noun 주말/Noun 기준/Noun 오픈/Noun 같다/Adjective 회전/Noun 그렇다/Adjective 오히려/Noun 웨이/Noun,51
naver,훼미리손칼국수보쌈,고독한혼밥러,899,2025.11.20,1,영수증,보쌈정식이진짜미쳤어요 보쌈고기 비계랑 비율이 진짜 좋고 칼국수는 리필도 되는데ㅜㅜ 양념장 꼭넣어서 먹어야해요!,61,1,,,,10.3,1,high,1,,first_visit:-0.2 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,0,2,6,1,0,0,2,0,3,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,보쌈정식이진짜미쳤어요 보쌈고기 비계랑 비율이 진짜 좋고 칼국수는 리필도 되는데ㅜㅜ 양념장 꼭넣어서 먹어야해요,보쌈 정식 진짜 미치다 보쌈 고기 비계 비율 진짜 좋다 칼국수 리필 양념장 넣다 먹다 야하다,보쌈/Noun 정식/Noun 진짜/Noun 미치다/Adjective 보쌈/Noun 고기/Noun 비계/Noun 비율/Noun 진짜/Noun 좋다/Adjective 칼국수/Noun 리필/Noun 양념장/Noun 넣다/Verb 먹다/Verb 야하다/Adjective,16
naver,훼미리손칼국수보쌈,anyeung,1764,2025.11.09,1,주문,주말 오픈 15분전 도착 사람들 줄 있었지만 첫타임에 입장함 보쌈정식 주문! 고기 야들부들 맛있고 김치 달달하고 맛있음 칼국수는 곁다리로 끼워주는느낌이라 양 적은편이지만 보쌈에 밥이 같이 나와서 적당하다 3인에 보쌈고기 저정도면 비싸지도 싸지도 않은느낌 칼국수 덕분에 괜찮게 느껴짐 굿,159,1,,,,17.099999999999998,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,3,4,12,2,1,0,4,0,0,0,0,1,4,0,2,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,주말 오픈 15분전 도착 사람들 줄 있었지만 첫타임에 입장함 보쌈정식 주문 고기 야들부들 맛있고 김치 달달하고 맛있음 칼국수는 곁다리로 끼워주는느낌이라 양 적은편이지만 보쌈에 밥이 같이 나와서 적당하다 3인에 보쌈고기 저정도면 비싸지도 싸지도 않은느낌 칼국수 덕분에 괜찮게 느껴짐 굿,주말 오픈 도착 사람 타임 입장 보쌈 정식 주문 고기 들다 부들 맛있다 김치 달달 맛있다 칼국수 다리 끼우다 느낌 적다 편이 보쌈 같이 나오다 적당하다 보쌈 고기 정도 비싸다 싸다 않다 느낌 칼국수 덕분 괜찮다 느껴지다,주말/Noun 오픈/Noun 도착/Noun 사람/Noun 타임/Noun 입장/Noun 보쌈/Noun 정식/Noun 주문/Noun 고기/Noun 들다/Verb 부들/Noun 맛있다/Adjective 김치/Noun 달달/Noun 맛있다/Adjective 칼국수/Noun 다리/Noun 끼우다/Verb 느낌/Noun 적다/Verb 편이/Noun 보쌈/Noun 같이/Adverb 나오다/Verb 적당하다/Adjective 보쌈/Noun 고기/Noun 정도/Noun 비싸다/Adjective 싸다/Verb 않다/Verb 느낌/Noun 칼국수/Noun 덕분/Noun 괜찮다/Adjective 느껴지다/Verb,37
naver,훼미리손칼국수보쌈,궁금해ㅋ47,23,2025.11.09,1,영수증,맛이 평범 이하에요. 더 별로였던 점은 직원들이 너무 불친절해요 특히 녹색티 입었던 한국 아주머니는 손님이 물어보면 온갖 짜증을 내서 매우 불쾌했어요. 절대 재방문의사 없어요.,98,0,,,,15.1,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5,1,1,1,3,0,1,3,0,1,0,0,0,3,1,0,3,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,맛이 평범 이하에요 더 별로였던 점은 직원들이 너무 불친절해요 특히 녹색티 입었던 한국 아주머니는 손님이 물어보면 온갖 짜증을 내서 매우 불쾌했어요 절대 재방문의사 없어요,평범 이하 별로 이다 직원 너무 불친절하다 특히 녹색 입다 한국 아주머니 손님 물어보다 온갖 짜증 내다 매우 불쾌하다 절대 방문 의사,평범/Noun 이하/Noun 별로/Noun 이다/Verb 직원/Noun 너무/Adverb 불친절하다/Adjective 특히/Adverb 녹색/Noun 입다/Verb 한국/Noun 아주머니/Noun 손님/Noun 물어보다/Verb 온갖/Noun 짜증/Noun 내다/Verb 매우/Noun 불쾌하다/Adjective 절대/Noun 방문/Noun 의사/Noun,22
naver,훼미리손칼국수보쌈,또니5129,1107,2025.11.08,1,영수증,인당 만오천원에 보쌈+칼국수 세트로 먹을 수 있다는게 가성비있습니다! 고기가 부드럽고 맛있어요. 칼국수는 후추가 많이 뿌려져서 호불호가 갈릴 수 있겠어요. 참고로 주말 오픈런 했는데도 웨이팅했어요..,111,1,,,,16.9,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,2,6,3,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,인당 만오천원에 보쌈 칼국수 세트로 먹을 수 있다는게 가성비있습니다 고기가 부드럽고 맛있어요 칼국수는 후추가 많이 뿌려져서 호불호가 갈릴 수 있겠어요 참고로 주말 오픈런 했는데도 웨이팅했어요,이다 만오천원 보쌈 칼국수 세트 먹다 가성 비다 고기 부드럽다 맛있다 칼국수 후추 많이 뿌리다 호불호 갈릴 참고 주말 오픈 웨이,이다/Verb 만오천원/Noun 보쌈/Noun 칼국수/Noun 세트/Noun 먹다/Verb 가성/Noun 비다/Verb 고기/Noun 부드럽다/Adjective 맛있다/Adjective 칼국수/Noun 후추/Noun 많이/Adverb 뿌리다/Verb 호불호/Noun 갈릴/Noun 참고/Noun 주말/Noun 오픈/Noun 웨이/Noun,21
naver,훼미리손칼국수보쌈,호호야1,10,2025.11.08,1,영수증,절대...기다리거나 일부러 찾아갈 맛이 아닙니다...맛없다는건 아닌데 그냥 어딜가도 먹을 수 있는 칼국수보쌈 맛..김치류도 마찬가지고요. 사람은 많아서 북적대긴해요~~~,94,0,,,,7.6,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,절대 기다리거나 일부러 찾아갈 맛이 아닙니다 맛없다는건 아닌데 그냥 어딜가도 먹을 수 있는 칼국수보쌈 맛 김치류도 마찬가지고요 사람은 많아서 북적대긴해요,절대 기다리다 일부러 찾아가다 아니다 맛없다 아니다 그냥 어딜 가도 먹다 칼국수 보쌈 김치 마찬가지 고요 사람 많다 북적 대다,절대/Noun 기다리다/Verb 일부러/Noun 찾아가다/Verb 아니다/Adjective 맛없다/Adjective 아니다/Adjective 그냥/Noun 어딜/Adverb 가도/Noun 먹다/Verb 칼국수/Noun 보쌈/Noun 김치/Noun 마찬가지/Noun 고요/Noun 사람/Noun 많다/Adjective 북적/Noun 대다/Verb,20
naver,훼미리손칼국수보쌈,먹고 취하고 여행하라,111,2025.11.07,1,예약,야들한 수육에 시원한 칼국수... 대존맛... 뚝섬오면 꼭 드세요🫵 칼국수 하나씩에 수육 시키려고 했는데 엄뫄 셋뚜로 팔더라고요?💗 칼국수에 조밥에 수육에 쌈배추도 왕창 주셔서 배터지게 먹고 나왔습니다...🐷 양만 많은 게 아니라 반찬까지 하나같이 맛있어요! 특히 무김치 진짜 미쳤슴다 리필 때렸어요...🤤 조합이 너무 좋아서 대화도 없이 와두와구 먹었네용... 서울숲 가면 꼭 다시 갈 것 같아요! 저는 금욜 5시에 바로 들어가서 먹었는데 나올 때 쯤 보니까 웨이팅 있더라구요.. 원래 줄 서는 집이라고 하니 참고하세요!,292,1,,,,19.4,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,3,5,11,2,1,0,2,0,4,5,0,2,7,1,0,10,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,야들한 수육에 시원한 칼국수 대존맛 뚝섬오면 꼭 드세요 칼국수 하나씩에 수육 시키려고 했는데 엄뫄 셋뚜로 팔더라고요 칼국수에 조밥에 수육에 쌈배추도 왕창 주셔서 배터지게 먹고 나왔습니다 양만 많은 게 아니라 반찬까지 하나같이 맛있어요 특히 무김치 진짜 미쳤슴다 리필 때렸어요 조합이 너무 좋아서 대화도 없이 와두와구 먹었네용 서울숲 가면 꼭 다시 갈 것 같아요 저는 금욜 5시에 바로 들어가서 먹었는데 나올 때 쯤 보니까 웨이팅 있더라구요 원래 줄 서는 집이라고 하니 참고하세요,들다 수육 시원하다 칼국수 존맛 뚝섬 오다 들다 칼국수 하나 수육 시키다 엄뫄 셋뚜 파다 칼국수 수육 배추 왕창 주다 터지다 먹다 나오다 많다 아니다 반찬 하나같이 맛있다 특히 김치 진짜 미치다 리필 때리다 조합 너무 좋다 대화 없이 오다 오다 먹다 서울숲 가면 다시 갈다 같다 금욜 바로 들어가다 먹다 나오다 웨이 원래 서다 하니 참고,들다/Verb 수육/Noun 시원하다/Adjective 칼국수/Noun 존맛/Noun 뚝섬/Noun 오다/Verb 들다/Verb 칼국수/Noun 하나/Noun 수육/Noun 시키다/Verb 엄뫄/Noun 셋뚜/Noun 파다/Verb 칼국수/Noun 수육/Noun 배추/Noun 왕창/Noun 주다/Verb 터지다/Verb 먹다/Verb 나오다/Verb 많다/Adjective 아니다/Adjective 반찬/Noun 하나같이/Adverb 맛있다/Adjective 특히/Adverb 김치/Noun 진짜/Noun 미치다/Adjective 리필/Noun 때리다/Verb 조합/Noun 너무/Adverb 좋다/Adjective 대화/Noun 없이/Adverb 오다/Verb 오다/Verb 먹다/Verb 서울숲/Noun 가면/Noun 다시/Noun 갈다/Verb 같다/Adjective 금욜/Noun 바로/Noun 들어가다/Verb 먹다/Verb 나오다/Verb 웨이/Noun 원래/Noun 서다/Verb 하니/Noun 참고/Noun,57
naver,훼미리손칼국수보쌈,다롱이팡,93,2025.11.06,1,예약,진짜 혼밥이며 가족이며 친구며 많이 먹으로 오는데 항상 너무 맛있고 진짜 가성비 최고에여 ... 이렇게 팔면 뭐가 남으시나요 ㅠ_ㅠ 그만 유명해졌음 좋겠다...,89,1,,,,14.199999999999996,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_50:+0.7 | has_photo_with_detail:+0.2,2,1,2,2,0,0,2,0,3,0,0,1,2,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,진짜 혼밥이며 가족이며 친구며 많이 먹으로 오는데 항상 너무 맛있고 진짜 가성비 최고에여 이렇게 팔면 뭐가 남으시나요 ㅠ ㅠ 그만 유명해졌음 좋겠다,진짜 혼밥 가족 친구 많이 먹다 오다 항상 너무 맛있다 진짜 가성 최고 이렇게 팔면 남다 그만 유명하다 좋다,진짜/Noun 혼밥/Noun 가족/Noun 친구/Noun 많이/Adverb 먹다/Verb 오다/Verb 항상/Noun 너무/Adverb 맛있다/Adjective 진짜/Noun 가성/Noun 최고/Noun 이렇게/Adverb 팔면/Noun 남다/Verb 그만/Adverb 유명하다/Adjective 좋다/Adjective,19
naver,훼미리손칼국수보쌈,COFFEESAMCHON58,87,2025.11.01,1,예약,맛있어요 하지만 바쁘다고 이렇게 불친절해도 되나 싶을 정도로 불친절합니다 거의 그릇을 테이블에 던지더군요,58,0,,,,8.5,1,high,1,,first_visit:-0.2 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | account_review_count_over_50:+0.7,3,3,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,맛있어요 하지만 바쁘다고 이렇게 불친절해도 되나 싶을 정도로 불친절합니다 거의 그릇을 테이블에 던지더군요,맛있다 바쁘다 이렇게 불친절하다 싶다 정도 불친절하다 거의 그릇 테이블 던지다,맛있다/Adjective 바쁘다/Adjective 이렇게/Adverb 불친절하다/Adjective 싶다/Verb 정도/Noun 불친절하다/Adjective 거의/Noun 그릇/Noun 테이블/Noun 던지다/Verb,11
