platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100
kakao,육지,reviewer_000560,98,2026-03-20,,,손님이 많아서 그런가... 거기도 대충 구워주고 ㅠ 비싸고.다시 방문하고 싶지 않아요.,48,0,3,3.4,실버 레벨,10.2,1,high,1.0,3.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_50:+0.7,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
kakao,육지,reviewer_000561,1,2026-03-19,,,목살이 굉장히 맛있었어요!!,15,0,5,5.0,브론즈 레벨,-11.5,0,low,0.2,1.0,short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000562,1,2026-03-19,,,엄청 맛있었어요!,9,0,5,5.0,브론즈 레벨,-13.5,0,low,0.2,1.0,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000563,1,2026-03-19,,,고기가 부드럽고 맛있어요 곁들이는 찬이 다양해서 좋아요,30,0,5,5.0,브론즈 레벨,1.7,0,ambiguous,0.5,2.5,account_review_count_is_1:-1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000564,17,2026-03-15,,,"어유;;;;이렇게 똑같이 느끼는 불만들이 많은데 어디서 저렇게 5점 별점들이 몰려오는지,,",50,1,1,2.8,실버 레벨,6.0,1,high,1.0,1.0,experience_context:+1.0 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | photo_without_enough_detail:-0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kakao,육지,reviewer_000565,1,2026-03-07,,,시끄럽고 사람 붐비고 바쁜 거 이해하는데 10분 늦게 온 옆자리 손님 고기 굽기 시작. 불도 제대로 안 올리고 서빙한 고기만 덩그러니…매니저 컴플레인 대응도 실망스러움.,94,0,1,1.0,브론즈 레벨,11.6,1,high,1.0,1.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5,0,1,2,2,1,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
kakao,육지,reviewer_000566,81,2026-03-02,,,우연히 오게 됐는데 고기가 부드럽고 맛있어서 왕창 먹었어요! 분위기 깔끔하고 냄새 많이 안 배어서 다시 또 오려고요,64,1,5,3.9,골드 레벨,11.200000000000001,1,high,1.0,5.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_not_rich:+0 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,1,3,1,2,0,0,0,0,0,0,1,0,1,3,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
kakao,육지,reviewer_000567,1,2026-02-26,,,너무 맛있고 친절했어요!!,14,1,5,5.0,브론즈 레벨,-12.5,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | category_count:+0.7 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000568,55,2026-01-19,,,다신안옴,4,1,1,2.6,실버 레벨,-5.0,0,low,0.2,0.2,ultra_short_review:-2 | short_low_specificity:-1.5 | low_information_review:-2 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kakao,육지,reviewer_000569,87,2026-01-13,,,**고기는 맛있으나** 서비스가 역대급 개판 1. 다른 테이블은 앉자마자 앞치마 바로 갖다주는데 본인 테이블은 앞치마 안 갖다줌. 불러도 잠시만요~ 이러고 대꾸도 안함. 두세번 불러서야 받을 수 있었음. 2. 다른 테이블은 2인이어도 소스가 1인 1세트씩 나옴. 나는 일행포함 2명이서 방문했는데 소스가 1세트밖에 안 나와서 혹시 소스 하나 더 줄 수 있냐고 물어봤는데 2인 1세트가 원칙이라고 함. 바로 옆 2인 테이블이랑 4인 테이블은 1인1세트였음ㅋㅋ; 3. 응대가 개판임. 위에서도 언급했지만 한 두세번은 불러야 한 번 오심. 근데 친절은 밥말아먹은 응대였음. 4. 고기 자체는 맛있음... 구워주는 것도 좋았고 볶음밥도 맛있었음. 문제는 구워주는 직원도 태도가 영;; 5. 불판 제대로 안 닦여서 처음에 달굴때 틈 사이로 낀 찌꺼기랑 기름같은게 계속 파팍파팍 계속 튐. 이건 좀 아니지 않나... 고깃집은 대체재가 많으니 재방문은 안 할듯. 그러나 볶음밥은 맛있었음.,490,1,2,3.3,실버 레벨,19.0,1,high,1.0,2.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_50:+0.7 | has_photo_with_detail:+0.2,6,12,7,3,1,0,4,0,0,0,0,1,9,2,2,20,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
kakao,육지,reviewer_000570,4,2026-01-11,,,"고기는 맛있어요. 그런데 계란찜에는 달걀껍질이 들어 있었고, 볶음밥은 설익은 쌀이라 당황했어요. 실수로 그럴 수 있겠죠. 중요한 건 거기에 대해 언급해도 아무런 대답도, 액션도 없었다는 거예요. 백 번 양보해서 다시 해주세요, 라고 명확히 말하지 않았기 때문인가... 생각했지만, 본인들이 다른 가게에 가서 그런 서비스를 받았으면 과연 뭐라고 리뷰를 쓸까 궁금합니다.",205,1,1,3.3,브론즈 레벨,16.599999999999998,1,high,1.0,1.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,1,6,4,2,0,0,2,0,0,0,0,0,1,1,1,6,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
kakao,육지,reviewer_000571,797,2026-01-04,,,고기 구워주니 먹기 편하고 좋음. 고기 퀄리티도 훌륭함. 특히 화산계란찜 추천. 다만 테이블간격이 좁아 대화나누기 힘듦.,67,1,3,3.4,블루 레벨,9.4,1,high,1.0,3.0,menu_without_experience_detail:-1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,육지,reviewer_000572,31,2026-01-03,,,"아니 9시 라스트오더인데 8시 50분에 들어갔습니다. 직원분이 몇분이세요? 라고 하셔서 2명이요 라고 말했는데 갑자기 영어쓰시면서 “텐어클락, 텐어클락” 하면서 손짓하더라구요? 자리도 있었는데;;; 그래서 아쉽게 그냥 나왔는데 생각할수록 한국인한테 왜 갑자기 영어를 쓰면서 외국인 취급을 하는건지 기분이 나빴습니다. 제 남자친구가 좀 피부가 까맸는데, 토종 한국인이거든요? 남자친구가 너무 속상해해서 제가 다 어이없더라구요. ㅋㅋㅋㅋ",242,1,1,2.5,실버 레벨,8.899999999999999,1,high,1.0,1.0,generic_negative_weak_detail:-0.5 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_photo_with_detail:+0.2,0,5,3,2,4,1,0,0,1,0,0,0,6,0,1,7,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kakao,육지,reviewer_000573,1,2026-01-02,,,원래 후기도 안 쓰고 계정 가입도 안 하고 쓰는데 이건 좀 심한 것 같아서 계정 가입하고 후기 씀 자리 많은데 굳이 식사 중인 테이블 옆에 붙여주고 고기 다 먹어가는데 마늘은 익지도 않았고 고기에 비계가 너무 많아서 고기도 좀 탔음 여러모로 아쉬움이 많았고 재방문은 안 할 것 같음,157,0,1,1.0,브론즈 레벨,13.599999999999998,1,high,1.0,1.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5,1,2,3,1,0,0,1,0,1,0,0,0,4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0
kakao,육지,reviewer_000574,126,2025-12-30,,,분위기 트렌디하고 맛있어요. 고기 굽는데 시간은 좀 걸려요. 캐치테이블로 웨이팅하면 호출되고 3분이내로 가야돼서 주변에서 다른거하면서 기다리기엔 좀 빡세요,86,0,4,3.3,골드 레벨,16.299999999999997,1,high,1.0,4.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0,1,3,3,2,1,0,1,0,0,0,0,1,2,0,0,3,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,육지,reviewer_000575,107,2025-12-28,,,"구워줘서 편하고 된장찌개, 계란찜, 밥 등등 사이드도 너무 맛있음",36,0,5,4.9,실버 레벨,-1.5,0,low,0.2,1.0,no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0 | kakao_5star_short_low_specificity:-1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
kakao,육지,reviewer_000576,4,2025-12-25,,,저번에 방문했을때 테이블 많이 비어있는데도 굳이 옆테이블 식사중인 팀과 붙혀주더라구요 +불판에 김치구우면 안된대요...엥 고깃집에서 김치못굽는 불판소리 첨들어봄,89,1,1,4.0,브론즈 레벨,5.8,1,high,1.0,1.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,1,1,3,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
kakao,육지,reviewer_000577,2,2025-12-21,,,잔 제발좀 제대로 씻고 그딴식으로 구울거면 굽지마라 제발 여긴또 직원교육은 아예안하냐?,48,1,1,3.0,브론즈 레벨,3.5,0,high,1.0,1.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | category_count:+0.7 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
kakao,육지,reviewer_000578,38,2025-12-11,,,고기 구워줌. 하지만 다 태움 삼겹살 비계가 너무많아서 팔아도되는건가 싶을정도,43,1,2,3.3,실버 레벨,1.6,0,ambiguous,0.5,1.0,menu_without_experience_detail:-1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
kakao,육지,reviewer_000579,203,2025-12-09,,,"식당은 근본적으로 음식을 먹는 공간이잖아요 ? 음식에 대한 고민은 하셨겠지만 공간은 꽤 아쉬웠습니다,, 일요일이라 만석이었습니다만 매장 내부 너무 시끄러워서 대화가 힘겨워요 음악에 춤을 춘다거나 경기를 응원하는 곳이 아니잖아요 ? 맛있는 음식 먹으면서 대화를 편하게 나눌 수 있어야죠. 목에 힘주고 큰소리 대화 하는데 음식을 맛있게 넘어갈 수 없으니까요. 더군다나 (정신없는 환경 탓이겠지만) 직원 실수가 잦고 서비스가 떨어지더라구요. 깔끔한? 느낌을 주고 건축비를 최소화하기 위해 건축마감을 안하는게 추세이나 이런 인테리어는 소리 반사율이 높아 내부가 쉽게 시끄러워집니다. 무튼 제가 리뷰 길게 남겨본 적이 첨인데 사장님 글이 보이길래 피드백이 될것같아 적어봅니다 번창하시길",378,1,1,4.0,골드 레벨,16.7,1,high,1.0,1.0,experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,7,1,2,0,0,4,0,1,1,0,0,4,0,4,8,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,육지,reviewer_000580,2,2025-11-18,,,삼겹살 너무 맛있었고 친절하십니다 데이트 하기 좋아여!!,31,0,5,4.5,브론즈 레벨,-0.10000000000000031,0,low,0.2,1.0,strong_generic_without_specificity:-1.5 | no_number_detail_with_praise:-1 | account_review_count_under_5:-0.5 | has_menu:+0.3 | positive_narrative:+2.0 | category_count:+1.4 | short_but_menu_only_food_review:+0.2 | kakao_5star_short_low_specificity:-1,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
kakao,육지,reviewer_000581,4,2025-11-16,,,맛있게 잘먹었숩니당 고기도 구워주셔서 완전 좋아용,27,0,5,5.0,브론즈 레벨,1.8,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | account_review_count_under_5:-0.5 | has_menu:+0.3 | positive_narrative:+2.0 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
kakao,육지,reviewer_000582,1,2025-11-16,,,재방문인데 맛있었어요 ㅎㅎ 볶음밥은 첨이었는데 고기도 있고 뜨거워서 밥이 눌러 붙어 누룽지가 되었는데 그것도 맛있었어요~!,68,1,5,5.0,브론즈 레벨,6.2,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,2,2,4,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000583,1,2025-11-15,,,맛있어요! 매장이 쾌적해서 고기 냄새가 옷에 많이 안배서 너무 만족스러운 식사였습니다ㅎㅎ,49,1,5,5.0,브론즈 레벨,3.8,0,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000584,2,2025-11-15,,,분위기도 힙하고 고기 맛도 진쨔 너무 맛있어요 사이드 메뉴도 주문 하였는데 맛있어요 재방문 의사 완전 있어요!!,62,1,5,5.0,브론즈 레벨,7.6,1,high,1.0,5.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,2,2,1,2,0,0,0,0,2,0,0,0,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
kakao,육지,reviewer_000585,5,2025-11-13,,,고기 너무 맛있고 매장 깔끔햐서 좋아요,21,1,5,2.6,브론즈 레벨,2.3,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | account_review_count_under_5:-0.5 | has_menu:+0.3 | positive_narrative:+2.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
kakao,육지,reviewer_000586,1,2025-11-10,,,"육지 항상 넘 맛있어요 🤤🤤3번째 재방문,,💗",25,1,5,5.0,브론즈 레벨,1.3,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | account_review_count_is_1:-1.0 | temporal_experience_review:+1.0 | category_count:+0.7 | has_number_detail:+1 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000587,18,2025-11-10,,,육즙 퐝~오랜만에 맛있는 삼겹살 먹었어요! 친절하시고 고기도 너무 맛있게 궈주셔서 편하게 먹을 수 있어요! 대파 구이도 넘맛!,70,1,5,3.8,실버 레벨,10.600000000000001,1,high,1.0,5.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | photo_without_enough_detail:-0.2,3,1,2,1,0,0,0,0,1,2,1,0,2,1,0,4,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
kakao,육지,reviewer_000588,1,2025-11-09,,,친구들과 맛난 고기먹으러 고고!! 지난번 리모델링으로 못먹은거 오늘 뽕뽑자!!!,44,1,5,5.0,브론즈 레벨,3.0,0,ambiguous,0.5,2.5,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | category_count:+0.7 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000589,1,2025-11-08,,,두툼두툼 고기 너무 좋아요 냠냠긋,18,1,5,5.0,브론즈 레벨,-7.2,0,low,0.2,1.0,short_low_specificity:-1.5 | short_generic_review:-2 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | account_review_count_is_1:-1.0 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000590,1,2025-11-05,,,너무 맛있게 먹었습니다! 또 올께용,19,1,5,5.0,브론즈 레벨,-0.39999999999999997,0,low,0.2,1.0,short_generic_but_specific:-0.2 | account_review_count_is_1:-1.0 | temporal_experience_review:+1.0 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
kakao,육지,reviewer_000591,1,2025-11-05,,,오랜만에 먹는 고기였는데 너무 맛있게 잘 먹었습니다😭 고기도 맛있고 사이드 메뉴들도 전부 다 너무 맛있었어요 👍 직원분들도 너무 친절하시고 고기도 맛있게 잘 구워주셔서 잘 먹고 갑니다 😋,104,1,5,5.0,브론즈 레벨,7.3,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,5,2,3,1,0,0,0,0,3,0,0,0,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
